ID,Job_Title,Salary_Estimate,Rating,Company_Name,States,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
470,"Director - Data, Privacy and AI Governance",$67K-$135K ,3.6,MassMutual,MA,"Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,67,135,101,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,director,na,na
471,Staff Machine Learning Engineer,$138K-$224K ,3.9,Tapjoy,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224,181,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,na,na
472,Data Scientist,$80K-$139K ,3.7,Northrop Grumman,CA,"San Diego, CA","Falls Church, VA",10000+,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,80,139,109.5,82,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
473,Lead Data Scientist,$158K-$211K ,3.7,Visa Inc.,WA,"Bellevue, WA","Foster City, CA",10000+,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,158,211,184.5,63,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na
474,Senior Data Scientist - Algorithms,$150K-$180K ,3.9,Quartet Health,NY,"New York, NY","New York, NY",201 - 500,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,150,180,165,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,M
475,Information Security Data Analyst,$42K-$80K ,3.7,Motorola Solutions,IL,"Chicago, IL","Chicago, IL",10000+,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,42,80,61,93,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,analyst,na,M
476,Lead Data Engineer,$190K-$220K,4.1,Credit Sesame,CA,"Mountain View, CA","Mountain View, CA",51 - 200,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190,220,205,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
477,Data Analyst,$42K-$77K ,3.1,Success Academy Charter Schools,NY,"New York, NY","New York, NY",1001 - 5000,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),Unknown,0,0,42,77,59.5,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
478,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K ,3.1,Reynolds American,KY,"Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,68,139,103.5,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
479,Consultant - Analytics Consulting,$54K-$71K ,3,Infosys,CT,"Hartford, CT","Bengaluru, India",10000+,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71,62.5,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data analitics,na,na
480,Data Analytics Project Manager,$34K-$92K ,3.6,MassMutual,MA,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,34,92,63,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,M
481,Data Analyst,$47K-$85K ,3.6,AXION Healthcare Solutions,NY,"New York, NY","New York, NY",Jan-50,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,47,85,66,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
482,Data Engineer,$65K-$124K ,3.5,Alignment Healthcare,CA,"Orange, CA","Orange, CA",501 - 1000,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,65,124,94.5,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,M
483,Data Scientist,$56K-$95K ,4.2,ExecOnline,NY,"New York, NY","New York, NY",51 - 200,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",0,0,56,95,75.5,9,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
484,Machine Learning Engineer,$62K-$112K ,4,Mteq,VA,"Fort Belvoir, VA","Lorton, VA",501 - 1000,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,62,112,87,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,na
485,Senior Data Scientist Oncology,$107K-$173K ,3.9,AstraZeneca,MD,"Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,107,173,140,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
486,Data Scientist,$64K-$108K ,3.7,Brillient,MD,"Silver Spring, MD","Reston, VA",201 - 500,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown,0,0,64,108,86,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
487,Senior Data Scientist,$89K-$144K ,4.4,Entefy,CA,"Palo Alto, CA","Palo Alto, CA",Jan-50,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,89,144,116.5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
488,Senior Scientist (Neuroscience),$109K-$200K ,3.5,Sunovion,MA,"Marlborough, MA","Marlborough, MA",1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109,200,154.5,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
489,Machine Learning Engineer - Regulatory,$61K-$113K ,3.7,Cboe Global Markets,KS,"Lenexa, KS","Chicago, IL",501 - 1000,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),Unknown,0,0,61,113,87,48,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,machine learning engineer,na,na
490,Marketing Data Analyst,$35K-$62K ,3.6,San Manuel Casino,CA,"Highland, CA","Highland, CA",1001 - 5000,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Unknown,0,0,35,62,48.5,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
491,Data Engineer,$55K-$105K ,3.4,Trace3,TX,"Houston, TX","Irvine, CA",501 - 1000,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,55,105,80,19,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
492,Medical Laboratory Scientist,$18-$25 Per Hour,4,Texas Health Huguley Hospital,TX,"Burleson, TX","Arlington, TX",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Unknown,1,0,37,52,44.5,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
493,R&D Specialist/ Food Scientist,$39K-$66K ,2.4,Teasdale Latin Foods,IL,"Hoopeston, IL","Flower Mound, TX",501 - 1000,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,0,0,39,66,52.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
494,Principal Data Scientist,$135K-$211K ,3.7,Northrop Grumman,CA,"San Jose, CA","Falls Church, VA",10000+,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,135,211,173,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
495,Data Engineer,$57K-$80K ,3.5,Saama Technologies Inc,AZ,"Phoenix, AZ","Campbell, CA",501 - 1000,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,0,57,80,68.5,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
496,Data Scientist - Alpha Insights,$129K-$215K ,4.4,Two Sigma,NY,"New York, NY","New York, NY",1001 - 5000,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,0,0,129,215,172,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
497,"Data Scientist, Office of Data Science",$86K-$143K ,3.3,Liberty Mutual Insurance,MA,"Boston, MA","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,86,143,114.5,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
498,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K ,3.9,AstraZeneca,MD,"Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,63,127,95,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
499,Data Scientist - Systems Engineering,$50K-$89K ,3.2,MITRE,MA,"Bedford, MA","Bedford, MA",5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,50,89,69.5,63,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,data scientist,na,na
500,Data Engineer,$43K-$86K ,3.2,Guidepoint,NY,"New York, NY","New York, NY",501 - 1000,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",0,0,43,86,64.5,18,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
501,"Scientist, Bacteriology",$74K-$149K ,2.1,Cerus Corporation,CA,"Concord, CA","Concord, CA",201 - 500,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,74,149,111.5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
502,Data Scientist,$71K-$124K ,4,Strategic Financial Solutions,NY,"New York, NY","New York, NY",501 - 1000,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",0,0,71,124,97.5,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
503,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K ,3.7,Takeda Pharmaceuticals,MA,"Cambridge, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,113,196,154.5,240,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,na,M
504,Senior Research Scientist-Machine Learning,$81K-$167K ,2.6,Software Engineering Institute,PA,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,81,167,124,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P
505,Data Scientist,$69K-$121K ,3.4,"Remedy BPCI Partners, LLC.",NY,"New York, NY","Norwalk, CT",201 - 500,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",0,0,69,121,95,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
506,Senior Data Scientist,$97K-$160K ,4.4,Maven Wave Partners,IL,"Chicago, IL","Chicago, IL",201 - 500,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,97,160,128.5,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,na
507,Principal Data Scientist,$150K-$238K ,3.2,The Climate Corporation,CA,"San Francisco, CA","San Francisco, CA",501 - 1000,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",0,0,150,238,194,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
508,Data Scientist,$77K-$132K ,3.5,Crossix Solutions,NY,"New York, NY","New York, NY",201 - 500,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,77,132,104.5,16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
509,Clinical Laboratory Scientist,$24-$39 Per Hour,3.7,Vail Health,CO,"Vail, CO","Vail, CO",501 - 1000,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Unknown,1,0,49,81,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
510,Data Engineer - Consultant (Charlotte Based),$59K-$112K ,4.2,Clarity Insights,NC,"Charlotte, NC","Chicago, IL",201 - 500,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,59,112,85.5,13,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
511,"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K ,4.2,The Church of Jesus Christ of Latter-day Saints,UT,"Salt Lake City, UT","Salt Lake City, UT",10000+,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,Unknown,0,0,35,65,50,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
512,Data Engineer,$79K-$147K ,3.1,NCSOFT,CA,"Aliso Viejo, CA","Seoul, South Korea",1001 - 5000,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,79,147,113,24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data engineer,na,na
513,"Scientist, Immuno-Oncology",$62K-$119K ,3.9,GSK,MA,"Cambridge, MA","Brentford, United Kingdom",10000+,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,62,119,90.5,191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
514,Senior Data Scientist,$119K-$187K ,4.3,Factual,CA,"Los Angeles, CA","Los Angeles, CA",51 - 200,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,0,0,119,187,153,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
515,Products Data Analyst II,$90K-$157K ,3.3,TriNet,CA,"Dublin, CA","Dublin, CA",1001 - 5000,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",0,0,90,157,123.5,33,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,analyst,na,M
516,Lead Data Analyst,$32K-$62K ,3.9,Signpost,NY,"New York, NY","New York, NY",201 - 500,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),Unknown,0,0,32,62,47,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
517,Analytics Manager - Data Mart,$42K-$86K ,3.5,Central California Alliance for Health,CA,"Scotts Valley, CA","Scotts Valley, CA",501 - 1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,42,86,64,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
518,Data Science Engineer - Mobile,$116K-$208K ,4,Adobe,CA,"San Jose, CA","San Jose, CA",10000+,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",0,0,116,208,162,39,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M
519,Senior Data Scientist - R&D Oncology,$102K-$172K ,3.9,AstraZeneca,NY,"New York, NY","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,102,172,137,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
520,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K ,3,Pilot Flying J Travel Centers LLC,TN,"Knoxville, TN","Knoxville, TN",10000+,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M
521,Data Scientist,$86K-$144K ,3.7,Swiss Re,NY,"Armonk, NY","Zurich, Switzerland",10000+,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,86,144,115,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
522,Senior Data Scientist,$102K-$165K ,3.5,Sartorius,CO,"Arvada, CO","Gottingen, Germany",5001 - 10000,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Unknown,0,0,102,165,133.5,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
523,Data Engineer,$74K-$124K ,4,Pinnacol Assurance,CO,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Unknown,0,0,74,124,99,106,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
524,Food Scientist - Developer,$40K-$68K ,3.3,Palermo's Pizza,WI,"Milwaukee, WI","Milwaukee, WI",501 - 1000,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,Unknown,0,0,40,68,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
525,Senior Data Engineer,$76K-$142K ,3.2,Equian LLC,TN,"Franklin, TN","Indianapolis, IN",1001 - 5000,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,76,142,109,17,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na
526,Data Engineer,$76K-$142K ,3.4,MetroStar Systems,MD,"Rockville, MD","Reston, VA",201 - 500,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown,0,0,76,142,109,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
527,Senior Data Scientist,$108K-$171K ,4.4,MathWorks,MA,"Natick, MA","Natick, MA",1001 - 5000,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Unknown,0,0,108,171,139.5,37,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M
528,"Director II, Data Science - GRM Actuarial",$202K-$306K ,3.3,Liberty Mutual Insurance,IL,"Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,202,306,254,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
529,Machine Learning Engineer,$91K-$159K ,3.2,Information Builders,NY,"New York, NY","New York, NY",1001 - 5000,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",0,0,91,159,125,46,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,machine learning engineer,na,M
530,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K ,3.8,Novartis,MA,"Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,80,133,106.5,25,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M
531,"Scientist, Molecular/Cellular Biologist",$49K-$97K ,2.9,Audentes Therapeutics,CA,"South San Francisco, CA","San Francisco, CA",201 - 500,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,0,49,97,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
532,Staff Scientist-Downstream Process Development,$49K-$113K ,2.7,Advanced BioScience Laboratories,MD,"Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,49,113,81,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
533,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour,3.6,Beebe Healthcare,DE,"Millville, DE","Lewes, DE",1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Unknown,1,0,43,70,56.5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
534,Scientist - Analytical Services,$65K-$134K ,3.1,Reynolds American,NC,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,65,134,99.5,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
535,Associate Data Analyst- Graduate Development Program,$32K-$59K ,3.3,National Interstate,OH,"Richfield, OH","Richfield, OH",501 - 1000,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Unknown,0,0,32,59,45.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
536,IT Associate Data Analyst,$39K-$69K ,3.7,The Hanover Insurance Group,MA,"Worcester, MA","Worcester, MA",5001 - 10000,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),Unknown,0,0,39,69,54,169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
537,Sr. Data Engineer,$87K-$158K ,4.5,Moser Consulting,IN,"Indianapolis, IN","Indianapolis, IN",51 - 200,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown,0,0,87,158,122.5,25,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,sr,na
538,Clinical Data Analyst,$27K-$48K ,3,Greenway Health,FL,"Tampa, FL","Tampa, FL",1001 - 5000,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",0,0,27,48,37.5,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
539,Business Data Analyst,$36K-$71K ,3.8,Fareportal,NY,"New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,36,71,53.5,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,analyst,na,M
540,Senior Insurance Data Scientist,$107K-$173K ,3.9,TransUnion,IL,"Chicago, IL","Chicago, IL",5001 - 10000,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),Unknown,0,0,107,173,140,53,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
541,Senior Data Science Systems Engineer,$56K-$99K ,3.2,MITRE,VA,"Hampton, VA","Bedford, MA",5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,56,99,77.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
542,ENVIRONMENTAL ENGINEER/SCIENTIST,$25-$28 Per Hour,3.3,Mcphail Associates,MA,"Cambridge, MA","Cambridge, MA",Jan-50,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,Unknown,1,1,52,58,55,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
